id_cliente,identificacion,nombre,apellido,genero,fecha_nacimiento,correo,telefono,id_programa,fecha_afiliacion,tipo_cliente
1054,274267250,Rocío,Garza Delgadillo,M,1997-01-23,jaquelineespinoza@example.org,1-202-351-0255,4,2023-05-28,Ocasional
1055,870896509,Jaime,Bahena Carrera,F,1970-02-10,ivanlimon@example.com,1-036-988-8439x33324,,,Frecuente
1056,365424953,Fernando,Orta Dávila,M,1966-04-05,acenteno@example.net,+59(8)3124412907,4,2023-09-18,Ocasional
1057,213754123,Isabela,Zamora Orozco,F,1959-04-17,sara99@example.org,+12(3)7631774954,,,Ocasional
1058,394174013,Cristobal,Barraza Alejandro,N,2005-06-30,mecheverria@example.com,193-759-1922x67131,,,VIP
1059,628780943,Mauricio,Nieves Gómez,N,1999-07-05,bcazares@example.com,528.646.1209x617,,,Ocasional
1060,640956495,Estela,Amador Acuña,F,2003-01-14,victoriatejada@example.com,1-240-321-1535,2,2024-04-21,Frecuente
1061,280313448,Joaquín,Alarcón Matías,F,2003-05-04,juarezenrique@example.net,191-430-8779,,,Frecuente
1062,234732524,María Teresa,Cintrón Ibarra,M,1981-04-19,izedillo@example.com,1-422-188-3458x19204,2,2023-07-18,Frecuente
1063,898671034,Patricia,Rosas Salcedo,M,2003-11-16,pradomiguel@example.net,933-329-9865x159,3,2025-10-23,Ocasional
1064,853862828,Ana Luisa,de Jesús Molina,F,1975-02-02,qtorres@example.com,(408)585-8838x256,,,Ocasional
1065,740227341,Mateo,Cervántez Palacios,N,2004-06-21,aidasauceda@example.com,729-254-3551x962,4,2023-09-13,VIP
1066,956274408,Pilar,Covarrubias de León,F,1957-11-02,jeronimoaguilera@example.org,(256)247-2863x9420,,,Frecuente
1067,319201884,Aurora,de la O Curiel,N,1970-09-04,gerardobrito@example.com,1-929-009-6627x0266,4,2023-02-26,Ocasional
1068,223246993,Abel,Iglesias Monroy,F,1953-05-08,verajorge-luis@example.com,1-217-400-3910,,,Frecuente
1069,991762310,Arturo,Velasco Gaona,N,1975-06-14,jose-eduardofernandez@example.net,222.471.1936x0060,1,2022-02-13,Ocasional
1070,140818339,Óliver,Colón Riojas,F,2003-02-07,uarchuleta@example.com,616-076-2643,4,2023-02-19,Ocasional
1071,598002846,Olivia,Moreno Alarcón,F,1992-06-10,vegairma@example.org,1-234-617-6231x336,3,2022-02-16,Frecuente
1072,996764147,Camila,Alcala Huerta,N,1992-03-14,aurelio64@example.org,1-165-441-3727,,,Frecuente
1073,008661118,Mariano,Oquendo Solorzano,F,1958-07-06,mateo60@example.com,1-349-429-0461x75518,2,2023-01-20,Ocasional
1074,425599172,Paulina,Quintana Almonte,M,1994-09-12,saldanasilvano@example.net,1-324-202-4837x4441,1,2023-11-16,Frecuente
1075,959400846,Miriam,de la Garza Gaona,M,1952-09-08,jaime65@example.org,694-790-2548x5362,4,2022-03-15,Ocasional
1076,957635298,Lourdes,Valdivia Vanegas,M,1972-10-25,leonmayte@example.org,1-864-100-9538,,,Frecuente
1077,448660221,Iván,Marroquín Rosario,M,1996-02-14,delia16@example.net,359-900-9378,1,2024-07-14,VIP
1078,582639294,Araceli,Iglesias Ponce,N,1996-08-02,maganaminerva@example.net,614-378-8443x70661,3,2023-06-19,Frecuente
1079,985699509,Patricia,Razo Montoya,N,1953-01-08,ahidalgo@example.com,636-815-4185,,,Frecuente
1080,488167132,Noemí,Vásquez Aponte,N,1953-05-22,cordovamaria-cristina@example.com,1-291-084-5078x60435,4,2024-02-20,Ocasional
1081,106893939,Lilia,Porras Aponte,M,1952-08-19,alejandro33@example.com,698-330-6773,1,2023-12-25,Frecuente
1082,270149019,Agustín,Palacios Rodríguez,N,1982-01-20,ulibarricelia@example.org,266.794.1908x78865,3,2022-01-09,Frecuente
1083,010910989,Esteban,Sandoval Mendoza,M,1954-12-23,ontiverosmariana@example.org,1-634-289-8760x5504,,,Frecuente
1084,702993572,Reina,Chavarría Chávez,N,1982-03-14,resendezana-maria@example.com,861-867-0663x20162,,,Frecuente
1085,685572763,Reynaldo,Alejandro Rojo,N,1959-06-02,robertoverdugo@example.org,919-827-1826x5337,2,2024-09-22,Frecuente
1086,167842139,Aurora,Reyna Aguayo,N,1980-10-19,nmanzanares@example.com,(694)203-9831,4,2025-11-05,VIP
1087,455733005,Zeferino,Granados Mena,N,1987-12-21,timoteo90@example.org,(599)670-6921,,,Ocasional
1088,682536387,Sergio,Molina Tijerina,N,1999-09-27,aespinal@example.com,982-438-8430,,,Frecuente
1089,887512422,Concepción,Benítez Robledo,F,1952-05-26,pedrozamariana@example.net,+66(4)3158901649,,,Frecuente
1090,537679335,Víctor,Collado Segura,M,1995-07-23,mendezabel@example.org,1-017-092-6407x030,2,2024-07-03,Ocasional
1091,434869251,Nelly,Tirado Aparicio,F,1960-07-16,renteriacristobal@example.com,829-682-4485,2,2023-08-14,VIP
1092,782560023,Alta  Gracia,Almaraz Reyna,F,2003-10-25,noemisarabia@example.net,1-592-741-1680x6919,3,2025-03-11,Ocasional
1093,648981415,Judith,Carmona de la Torre,F,1993-10-31,zpalomino@example.org,+80(8)2039170263,2,2023-12-05,VIP
1094,997427037,Zacarías,Jaime León,M,1994-01-13,esteban59@example.com,245-870-1204x24253,3,2023-02-09,VIP
1095,898962196,Lorenzo,Ybarra Almaraz,M,1955-01-06,cortesesparta@example.com,302.849.7603,,,Frecuente
1096,322398341,Santiago,Ocampo Rangel,M,1988-01-14,centenoguadalupe@example.org,524-055-3648x187,,,Ocasional
1097,627949740,José Carlos,Leiva Alemán,N,1981-12-13,leonorjurado@example.net,(215)977-3854x6623,1,2022-03-03,Ocasional
1098,570243343,Carolina,Godoy Porras,M,1958-05-22,olivarezkarina@example.com,986.491.2594x9722,2,2023-04-02,Ocasional
1099,330962060,Amador,Hidalgo Escamilla,N,1996-06-10,kenriquez@example.com,1-920-666-1799x6235,1,2022-06-30,Ocasional
1100,037101811,José María,Villanueva Zaragoza,F,1954-05-08,rolandozavala@example.net,(335)876-8877x7925,,,VIP
1101,677944096,Manuel,Alcala Madera,M,1998-09-30,guruleflorencia@example.net,(084)931-5398,2,2025-09-03,Ocasional
1102,905229407,Elias,Zamudio Bravo,F,1988-10-12,carmenpadron@example.org,+01(4)4076291430,,,Frecuente
1103,281025027,Gloria,Valle Batista,F,1989-01-08,helenacasanova@example.org,1-897-528-7209,4,2023-09-21,Frecuente
1104,204577754,Sara,Toledo Puga,M,1989-09-07,yuridia64@example.org,240.592.0823x53097,1,2025-10-30,Ocasional
1105,648361340,Luis,Porras Canales,F,1984-06-14,rafael96@example.org,1-805-682-0175x3079,3,2023-05-26,Ocasional
1106,038461296,Lucas,Paredes Camarillo,N,1950-12-31,vvazquez@example.com,404-347-4125,,,Ocasional
1107,829349591,Espartaco,Beltrán Esquibel,N,1966-05-02,zmata@example.org,+07(7)7321750361,2,2023-05-13,Ocasional
1108,669625192,René,Duarte Armenta,M,1970-09-02,isabelavergara@example.net,193.873.3703x42444,3,2022-04-20,Frecuente
1109,960543853,Marisol,Llamas Urbina,N,1971-12-12,juarezmiguel@example.com,+78(6)2351076519,3,2023-11-03,VIP
1110,569376667,Angélica,Rodríguez Aponte,F,1991-04-21,augusto73@example.net,(895)145-6340,1,2022-04-21,Frecuente
1111,838137622,Salma,Benavides Valdez,N,1973-09-06,nancy05@example.com,(115)744-9653x9160,2,2022-12-06,Frecuente
1112,431938710,Vicente,Salazar Rojas,M,1957-11-16,arteagagloria@example.org,1-304-541-8403x9822,4,2023-05-28,Ocasional
1113,403036093,Ariadna,Tirado Alva,N,1951-12-13,rolandoolivas@example.com,(038)588-6407,1,2023-04-28,Ocasional
1114,285002111,Oswaldo,Toledo Alcala,N,1994-12-03,julio-cesarmedina@example.org,516.469.3335x6230,4,2024-04-21,Ocasional
1115,728660225,Elias,Zedillo Rocha,M,1986-01-31,frida08@example.net,+67(0)8987092019,,,VIP
1116,860803102,Sessa,Caballero Toledo,F,1976-07-05,estela11@example.org,(266)115-8485x80526,,,Ocasional
1117,353101649,Fabiola,Escamilla Casares,F,1969-05-04,villegasvanesa@example.com,+47(2)2053970774,,,Frecuente
1118,809047732,José,Leiva Lucio,F,1956-11-21,ibaez@example.net,(231)714-6199x53946,,,VIP
1119,891543981,Mercedes,Ontiveros Pantoja,F,1971-06-18,lorenzoduenas@example.org,1-960-530-2618,3,2023-05-19,Ocasional
1120,012714381,Hermelinda,Alemán Ceballos,M,1986-01-15,mercedes87@example.org,1-686-050-6306,3,2023-11-27,VIP
1121,541431410,Leonardo,Griego Puente,M,1986-05-09,nevarezalvaro@example.org,816.409.8910x39091,1,2022-10-22,Ocasional
1122,430837864,Daniel,Bahena Granado,F,1953-09-27,collazojose@example.org,+94(5)2375979531,4,2022-06-05,Frecuente
1123,790584621,René,Escobar Orosco,M,1982-09-29,arroyosofia@example.net,(602)757-4544x9205,2,2025-11-26,Ocasional
1124,908225308,Gonzalo,Valdés Zedillo,F,1992-06-10,gonzalo53@example.net,01808189655,,,Ocasional
1125,518721164,Olga,Galarza Limón,N,1979-12-30,isabel66@example.org,(952)179-7056,1,2025-03-20,Ocasional
1126,073860750,Juan,Alcala Gollum,F,1958-11-03,zcandelaria@example.com,486-070-4726,3,2024-03-12,VIP
1127,772470476,Leticia,Alemán Ceja,M,1991-10-05,jesusbarajas@example.com,501-530-1731x6715,3,2022-09-02,Ocasional
1128,492906048,Luisa,Ayala Montenegro,N,1974-03-08,dvazquez@example.com,244-133-9547,2,2023-11-30,Frecuente
1129,781882298,Raquel,Jaimes Badillo,N,1992-03-24,ujaime@example.net,315.790.5719,3,2024-02-19,VIP
1130,546330926,Arcelia,Sosa Velásquez,N,1971-06-10,vpuga@example.com,1-693-656-1833x59748,,,VIP
1131,967857652,María Luisa,Ortiz Trujillo,N,1956-08-09,noriegamayte@example.org,(377)184-3019,4,2023-08-12,Frecuente
1132,606870376,Eduardo,Dávila Alvarez,F,1963-05-23,magdalena73@example.org,1-297-323-9644,2,2024-01-25,Ocasional
1133,468980210,Alfredo,Escamilla Valentín,N,1978-09-27,inesgrijalva@example.org,769-924-2773x923,2,2024-07-10,Frecuente
1134,161019637,Oswaldo,Mireles Cisneros,M,1960-11-18,chaconevelio@example.net,(091)401-6933,1,2022-08-29,Ocasional
1135,069285025,Delia,Sevilla Leiva,N,1956-01-13,citlali34@example.com,(199)829-0755x15452,2,2022-10-06,Ocasional
1136,441098654,Julio,Báez Quintero,F,1994-06-24,marco-antonio99@example.net,03831006433,4,2022-10-02,Ocasional
1137,658154679,Zacarías,Correa Enríquez,F,1988-12-08,icorona@example.com,1-773-316-8066x470,2,2025-07-25,VIP
1138,353769813,Margarita,Acosta Franco,M,1968-05-12,amelia36@example.org,1-952-984-2410,4,2023-08-02,Frecuente
1139,776303478,Timoteo,Rojas Luevano,N,1997-02-04,centenomiguel-angel@example.com,+67(5)8267625906,3,2025-01-13,Frecuente
1140,111724946,Cristobal,Alcaraz Arenas,F,2005-02-07,leticiaespino@example.net,(564)614-9745x97931,3,2025-09-02,Ocasional
1141,522354137,Octavio,Gamboa Villagómez,M,2004-11-15,ivelasco@example.net,914-986-0995,3,2024-05-22,Frecuente
1142,613455952,Humberto,Alcaraz Lerma,M,1953-05-16,claudiopena@example.com,(322)394-6121,4,2025-02-14,Frecuente
1143,233177423,Cristina,Ulibarri Vigil,F,1965-12-18,canoisaac@example.net,(853)400-1276,2,2025-05-10,Frecuente
1144,679251548,Dalia,Chapa Espinoza,N,1967-09-03,miriam42@example.net,(567)871-8882,4,2023-04-18,Frecuente
1145,511506539,Carolina,Flores Raya,M,2000-12-05,vbaeza@example.net,(416)806-1349x5647,4,2024-02-04,Ocasional
1146,860346775,René,Zamudio Terán,F,1976-12-21,julio-cesar05@example.net,(794)963-8309x723,,,Frecuente
1147,626229064,Leonardo,Casares Arteaga,M,2002-09-19,velaclaudia@example.com,06620165557,,,VIP
1148,165715843,Natividad,Palomo Ledesma,F,1966-09-23,modesto86@example.com,1-575-124-7640,2,2025-03-26,Ocasional
1149,158798533,Abraham,Ávila Olvera,F,1970-06-10,hmiranda@example.com,240-516-6545x1224,3,2023-06-29,Ocasional
1150,807014746,Hermelinda,Hurtado Barrientos,F,1974-12-23,alucio@example.org,1-386-860-8357,1,2022-08-07,Ocasional
1151,875866962,Alma,Barela Regalado,M,2006-04-24,guillenlucas@example.org,+94(4)2386020508,3,2023-03-07,Ocasional
1152,578007014,Sara,Téllez Garica,F,1954-10-10,ledesmaangela@example.org,909-619-7979,,,Ocasional
1153,829633992,Micaela,Cervántez Laboy,M,1950-04-17,cristian84@example.org,1-569-480-4507,,,Ocasional
1154,832371650,Emilia,Moreno Ocasio,M,1989-11-27,gluna@example.org,1-573-940-5980x2602,3,2024-02-28,Frecuente
1155,309639406,Sergio,Henríquez Jimínez,F,1954-07-21,urielarmendariz@example.org,05892584907,1,2022-04-16,Ocasional
1156,493330677,Elias,Marrero Corrales,M,1965-04-17,gaytanbeatriz@example.net,777.486.7595x14186,4,2023-11-24,VIP
1157,330646079,Gabriela,Solorzano Covarrubias,F,1960-12-06,abelardosanches@example.net,295.868.4196x23326,4,2024-03-13,VIP
1158,381398096,Alta  Gracia,Muro Ulibarri,F,1999-07-08,klemus@example.com,(748)317-3066x293,1,2025-09-27,VIP
1159,341037310,Víctor,Briseño Nieto,N,1960-06-02,tamayoaurora@example.com,(824)265-5946x9890,3,2022-11-24,Ocasional
1160,592110089,Lucía,Corral Gracia,N,1985-08-06,maria-luisacolon@example.org,717-989-0223x79006,1,2023-08-06,Ocasional
1161,841988048,Ignacio,Laboy Torres,M,1954-08-20,qbaca@example.net,779-541-7675,3,2025-12-08,Ocasional
1162,365933205,Humberto,Fierro Villaseñor,F,1966-09-29,tovarpaola@example.net,(073)781-5915x79089,2,2025-09-17,Ocasional
1163,383614965,Hermelinda,Negrón Segovia,F,1967-03-04,zde-la-fuente@example.net,1-848-876-3802,,,Ocasional
1164,500158238,Adriana,Roque Ozuna,N,1965-04-29,coronaeva@example.net,121-905-1881x298,2,2025-01-17,Ocasional
1165,270188939,Octavio,Ontiveros Calvillo,F,1957-04-30,aldonzasaenz@example.org,690-107-9237x298,,,Ocasional
1166,193998154,Claudio,Ontiveros Uribe,M,1990-03-18,espartalaureano@example.net,649-703-5067x5789,2,2025-06-21,Frecuente
1167,919967478,Liliana,Solano Garza,N,1985-06-13,ivonnemoreno@example.net,1-077-312-3155x505,4,2024-09-23,Ocasional
1168,804378022,Marcos,Apodaca Muñiz,M,1983-03-25,trinidadcaban@example.net,993.844.4045x883,4,2022-10-24,Ocasional
1169,249313848,Bernardo,Bermúdez Márquez,N,2003-03-02,manzanaresmaximiliano@example.org,123-503-6871x56891,4,2024-06-08,Ocasional
1170,797256268,Alfonso,Verduzco Quezada,M,1995-11-14,iramon@example.org,344-568-4467,,,Ocasional
1171,696746549,René,Lozada Alvarado,M,1974-08-07,luisaponce@example.com,+16(3)2957378315,,,VIP
1172,397256500,Rodolfo,Samaniego Navarrete,F,2001-11-28,mcruz@example.net,(273)186-8302x91585,2,2023-10-15,Ocasional
1173,277389904,Virginia,Maestas Dávila,M,2000-02-11,esperanzadel-rio@example.com,06518548396,,,Ocasional
1174,225691334,Julio,Alva Robledo,F,1961-03-28,helenalovato@example.com,462.159.5841x749,1,2023-10-29,Ocasional
1175,936857219,Camila,Pineda Barela,N,1979-11-10,vacosta@example.org,(218)169-8141,2,2025-12-20,Frecuente
1176,030252617,Esperanza,Macías Lara,M,1952-04-29,solvera@example.org,1-948-377-4029x28643,3,2022-08-08,Ocasional
1177,698443693,Eloy,Anaya Coronado,M,1972-08-04,vmontero@example.org,1-962-183-6677x1966,2,2022-10-16,VIP
1178,218458899,Liliana,Puga Bernal,M,1965-06-23,chavezhumberto@example.net,342-022-2349x980,,,Frecuente
1179,154888652,Antonia,Frías Quezada,F,1989-10-03,ourrutia@example.com,590.177.9152x446,,,Ocasional
1180,318017947,Carla,Lara Lozada,F,1969-07-05,de-andaeric@example.org,174.656.4260,2,2023-05-04,VIP
1181,910549047,Blanca,Ulloa Olivera,N,1973-04-10,minervacazares@example.com,1-199-569-5592,2,2024-12-26,Ocasional
1182,082453000,Timoteo,Elizondo Ruelas,M,1994-12-06,qnunez@example.org,(900)385-0255,3,2022-02-18,VIP
1183,541244556,Andrea,Frías Juárez,N,1967-03-10,florencia86@example.com,288-390-4733,4,2022-01-23,VIP
1184,210134223,Andrés,Hernádez Muro,M,1953-11-22,jose-maria15@example.net,493.251.1497x887,1,2022-02-12,Frecuente
1185,230611337,Rolando,Mateo Gallardo,N,1977-03-23,cervantesabril@example.com,+95(4)3776618308,,,VIP
1186,796129486,José Luis,Sandoval Ávalos,M,1957-08-20,camarilloomar@example.com,143.915.1143,,,Frecuente
1187,057855458,Magdalena,Rosales Téllez,F,1994-01-22,ode-la-rosa@example.org,+78(1)8710968564,,,Frecuente
1188,982461255,Carolina,Menéndez Rentería,N,1970-01-10,palomotomas@example.net,026-933-1542x30600,2,2022-03-27,Ocasional
1189,240353745,Dulce María,Esquivel Ayala,M,1990-12-07,nadiapreciado@example.com,505-224-1142x06670,1,2025-01-07,Ocasional
1190,564967706,Benjamín,Mascareñas Benítez,M,1981-03-16,indira99@example.org,+16(6)3382222400,,,Ocasional
1191,569196231,Indira,Gómez Villagómez,F,1975-01-09,dulce-mariadel-valle@example.org,620.190.1134,2,2025-04-10,Ocasional
1192,105292344,Oswaldo,Maldonado Fuentes,M,1954-11-23,renecampos@example.org,252.861.3239,,,Ocasional
1193,034616363,Florencia,Meza Patiño,F,1969-08-26,isabela23@example.com,(864)497-6024,1,2024-07-10,Ocasional
1194,797646559,Rodolfo,Sepúlveda Posada,N,1964-10-12,respinoza@example.org,095.367.7349x85297,,,Ocasional
1195,191974169,Esther,Moya Palacios,M,2005-06-29,mesadiana@example.com,559-147-6253x809,,,Frecuente
1196,011463468,Lorena,Peña Macías,F,1958-07-03,jaquezmario@example.com,369.524.7466,3,2025-02-04,Ocasional
1197,445229128,Ilse,Gonzales Mireles,F,1955-04-27,ramirovera@example.net,1-629-853-2436x79241,4,2024-08-20,Ocasional
1198,089540237,Ivonne,Roldán Bonilla,N,1975-08-05,tomasreyna@example.net,1-638-354-3468x58639,1,2024-08-07,Ocasional
1199,233459862,Aldonza,Paz Campos,N,1955-05-15,jtijerina@example.com,1-793-998-1615x3811,1,2023-06-19,Ocasional
1200,729845795,Laura,Serrato Estrada,F,1986-03-29,bbueno@example.org,+73(7)2607201489,4,2022-02-15,Ocasional
1201,251910492,Luisa,Rosario Urrutia,M,1957-07-06,valadezclara@example.com,493.121.4639x47625,,,Ocasional
1202,680713080,Tomás,Ledesma Colón,M,1974-05-02,julialucio@example.com,339-172-9940x369,,,Frecuente
1203,271884089,Frida,Santiago Bétancourt,N,1979-08-30,durantomas@example.com,1-649-719-6706x83353,1,2025-08-22,Frecuente
1204,620310590,Ruby,Carranza Apodaca,M,1952-06-28,ordonezbianca@example.org,901.639.9490,2,2024-04-03,Frecuente
1205,627310626,Ariadna,Esquivel Gastélum,F,1989-04-09,georginajurado@example.org,673.481.4098x410,,,Ocasional
1206,732217181,Angélica,Puente Salcido,N,1978-01-19,alfonsobenavides@example.com,(116)049-9100x4202,3,2023-07-08,Ocasional
1207,747583279,Olga,Valenzuela Perales,F,1998-01-10,zcasanova@example.net,+19(9)0342134854,2,2025-08-06,Ocasional
1208,601858307,Perla,Ibarra Cortés,M,1967-06-25,fuentesindira@example.org,06079179138,2,2023-12-14,Frecuente
1209,569768153,Juana,Bahena Bétancourt,F,1978-05-13,mauricio11@example.com,03219402470,1,2025-04-14,VIP
1210,688837893,Cynthia,Soliz Vaca,F,1992-06-20,longoriaaurelio@example.org,874-527-1936,3,2023-07-15,Frecuente
1211,525048005,Martín,Segovia Negrete,N,1962-03-06,solivares@example.com,1-913-810-7491,2,2025-10-07,Frecuente
1212,488457859,Víctor,Ojeda Casillas,F,1984-01-29,dario32@example.org,401.315.3506,1,2022-02-15,VIP
1213,824829760,Rubén,Prieto Escalante,F,1955-06-04,abarrera@example.net,552-527-4102,,,Ocasional
1214,881620531,Tania,Narváez Leyva,N,1959-05-06,tbarragan@example.com,1-899-488-5669x4899,1,2025-11-05,Ocasional
1215,301087972,Estela,Baeza Angulo,N,2006-12-08,bernabe95@example.com,1-563-558-4227x172,,,Ocasional
1216,221536208,Julio,Páez Cepeda,N,1973-09-27,leticia50@example.com,070-014-4130x686,,,Ocasional
1217,376736878,Dolores,Hurtado Arevalo,M,1990-04-01,acandelaria@example.org,668-904-1728x20762,,,Ocasional
1218,486884128,Elisa,Sánchez Carranza,N,1975-02-09,montoyavictoria@example.org,328-222-8240,2,2024-03-18,Ocasional
1219,894148772,Omar,Ledesma Rodríguez,M,1974-12-15,cristal83@example.com,994.004.1084x7913,3,2022-07-23,Ocasional
1220,052010018,José Emilio,Canales Carrillo,M,1997-09-20,javieranguiano@example.com,1-572-289-2064,4,2025-08-23,Ocasional
1221,265195717,Caridad,Murillo Saiz,F,1993-12-29,zamudiomarisol@example.net,028.010.4194,2,2025-07-03,Frecuente
1222,262789471,Isaac,Guerra Madera,F,1996-08-27,mercadocarmen@example.net,04478674280,2,2022-06-13,Ocasional
1223,830104128,Delia,Briones Segovia,N,1972-07-21,agustinolmos@example.org,780.378.9121,4,2025-03-11,Ocasional
1224,637824332,Estela,Rael Henríquez,M,1981-12-12,karinaybarra@example.net,+55(8)5575994084,2,2022-05-15,VIP
1225,526534224,Eduardo,Velásquez Abrego,M,1959-06-18,bzavala@example.net,045-289-8606x10656,2,2023-07-18,Ocasional
1226,975091669,María Luisa,Guajardo González,N,1952-05-28,xlaboy@example.com,+16(5)2761368149,1,2022-01-01,Frecuente
1227,641560175,Pedro,Baeza Cintrón,F,1981-02-23,estefania08@example.com,1-769-929-6444,3,2025-03-13,VIP
1228,402036767,María Luisa,Samaniego Dueñas,F,1960-04-25,abril84@example.net,(324)234-8004,1,2023-02-09,Frecuente
1229,109504069,Arcelia,Rentería Castro,F,1980-03-01,blanca55@example.org,915-855-7490x627,,,VIP
1230,712046465,Ramón,Ochoa Alejandro,F,1979-02-12,germande-anda@example.com,1-033-329-5945x231,1,2025-04-18,Frecuente
1231,373069124,Inés,Terrazas Chávez,F,1985-04-16,cgastelum@example.com,+29(6)6299172174,4,2023-11-26,VIP
1232,192607962,Cristina,Zapata Chávez,N,1979-01-24,aldonzamadrid@example.org,(782)153-9266x937,3,2024-04-01,Ocasional
1233,143696252,Abigail,Ortiz García,F,1983-11-19,joaquinapodaca@example.org,03928048502,,,Frecuente
1234,485845898,Cornelio,Armenta Peralta,F,1997-10-23,vigilamanda@example.org,1-333-593-7971x9000,1,2022-06-26,Frecuente
1235,069414956,Verónica,Alonzo Enríquez,N,2001-12-13,luis-manuel16@example.org,(564)718-5594,3,2023-03-20,Frecuente
1236,409228426,Abelardo,Rascón Venegas,N,1996-10-15,esperanzaabrego@example.com,323.167.7814,,,Ocasional
1237,229520062,Isabel,Ocampo Longoria,F,1956-02-16,ploera@example.com,+19(4)5391177666,,,Ocasional
